?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/MONDO_0002702>	"An adenocarcinoma that arises from the ovary and is characterized by the presence of cystic structures. It includes the serous cystadenocarcinoma, mucinous cystadenocarcinoma, and clear cell cystadenocarcinoma."	"DOID:3605 SCTID:314191009 MEDGEN:242756 UMLS:C1096638 GARD:0023217 NCIT:C5228 EFO:1001962"
<http://purl.obolibrary.org/obo/MONDO_0018820>	"Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome is a rare, genetic, neurodegenerative disease characterized by episodic metabolic encephalomyopathic crises (of variable frequency and severity which are frequently precipitated by an acute illness) which manifest with profound muscle weakness, ataxia, seizures, cardiac arrhythmias, rhabdomyolysis with myoglobinuria, elevated plasma creatine kinase, hypoglycemia, lactic acidosis, increased acylcarnitines and a disorientated or comatose state. Global developmental delay, intellectual disability and cortical, pyramidal and cerebellar signs develop with subsequent progressive neurodegeneration causing loss of expressive language and varying degrees of cerebral atrophy."	"UMLS:C5567524 OMIM:616878 Orphanet:480864 NORD:1944 DOID:0081386 GARD:0013423 MEDGEN:1798947"
<http://purl.obolibrary.org/obo/MONDO_0008554>		"MEDGEN:479301 UMLS:C3277671 OMIM:187950 GARD:0024630"
<http://www.orpha.net/ORDO/Orphanet_85182>	"Diaphyseal medullary stenosis with malignant fibrous histiocytoma is a very rare autosomal dominant bone dysplasia/cancer syndrome characterized clinically by bone infarctions, cortical growth abnormalities, pathological fractures, and development of bone sarcoma (malignant fibrous histiocytoma)."	"UMLS:C1862177 ICD10:M89.8 NCIT:C122660 GARD:0010072 OMIM:112250 Orphanet:85182"
<http://purl.obolibrary.org/obo/MONDO_0003864>	"An indolent, mature B-cell neoplasm composed of small, round B-lymphocytes. When the bone marrow and peripheral blood are involved, the term chronic lymphocytic leukemia is used. The term small lymphocytic lymphoma is restricted to cases which do not show leukemic involvement of the bone marrow and peripheral blood."	"ICDO:9823/3 GARD:0023704 DOID:6354 NCIT:C27911 MEDGEN:224906 UMLS:C1302547 ONCOTREE:CLLSLL"
<http://purl.obolibrary.org/obo/MONDO_0002542>	"A neoplasm that arises from glial cells in the spinal cord. Representative examples include astrocytoma, oligodendroglioma, and ependymoma."	"DOID:3185 GARD:0023158 UMLS:C2937245 MEDGEN:423646 NCIT:C4534 SCTID:254946004"
<http://www.ebi.ac.uk/efo/EFO_0002762>	"An assay where chromatin immunoprecipitation (ChIP) is used in combination with tiling  microarray technology"	
<http://www.ebi.ac.uk/efo/EFO_0006503>	"quantification of the area of the breast tissue that is dense, expressed in cm2"	"PMID:25342443"
<http://purl.obolibrary.org/obo/CHEBI_15843>	"A long-chain fatty acid that is a C<small><sub>20</sub></small>, polyunsaturated fatty acid having four (<i>Z</i>)-double bonds at positions 5, 8, 11 and 14."	"pubmed:25584012 SNOMEDCT:3792001 knapsack:C00000388 reaxys:1913991 NIST Chemistry WebBook:506-32-1 Beilstein:1913991 pubmed:18931599 KEGG COMPOUND:506-32-1 ChEMBL:116437 MESH:D016718 ChemIDplus:506-32-1 pdb-ccd:ACD hmdb:HMDB0001043 kegg.compound:C00219 cas:506-32-1 pubmed:15129302 drugbank:DB04557 Gmelin:58972 wikipedia.en:Arachidonic_acid NCIt:C282 pubmed:2820055 metacyc.compound:ARACHIDONIC_ACID CiteXplore:2820055 CiteXplore:18973997 gmelin:58972 lipidmaps:LMFA01030001 KEGG COMPOUND:C00219 pubmed:18973997"
<http://www.ebi.ac.uk/efo/EFO_0020327>	"The determination of the amount of discoidin domain-containing receptor 2 in a sample"	"uniprot:Q16832 PMID:28240269"
<http://www.ebi.ac.uk/efo/EFO_0003929>	"The most common clinical variant of MULTIPLE SCLEROSIS, characterized by recurrent acute exacerbations of neurologic dysfunction followed by partial or complete recovery. Common clinical manifestations include loss of visual (see OPTIC NEURITIS), motor, sensory, or bladder function. Acute episodes of demyelination may occur at any site in the central nervous system, and commonly involve the optic nerves, spinal cord, brain stem, and cerebellum. (Adams et al., Principles of Neurology, 6th ed, pp903-914)"	"SNOMEDCT:426373005 SNOMEDCT:230372003 MESH:D020529 MedDRA:10063399 DOID:2378"
<http://purl.obolibrary.org/obo/OBA_2050476>	"The amount of a N-acyl-aromatic-L-amino acid amidohydrolase, carboxylate-forming when measured in blood."	"PMID:37794183"
<http://www.ebi.ac.uk/efo/EFO_0005802>	"Softening and degeneration of the CARTILAGE. Pathological processes involving the chondral tissue (CARTILAGE)."	"ICD10:M94 MESH:D002357 DOID:1222 SNOMEDCT:50927007"
<http://purl.obolibrary.org/obo/MONDO_0010500>	"Any X-linked syndromic intellectual disability in which the cause of the disease is a mutation in the TAF1 gene."	"UMLS:C4225418 Orphanet:480907 MEDGEN:895979 OMIM:300966 GARD:0024731"
<http://purl.obolibrary.org/obo/OBA_2081750>	"The amount of a disks large-associated protein 4 (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://purl.obolibrary.org/obo/PR_000050043>	"A tumor necrosis factor, TNF-like that is a translation product of the human LTA or LTB genes, or 1:1 orthologs thereof."	
<http://www.ebi.ac.uk/efo/EFO_1000802>		"ICD10:K70.3 NCIt:C34782 SNOMEDCT:420054005 MESH:D008104 DOID:14018 MedDRA:10001618"
<http://purl.obolibrary.org/obo/GO_0009409>	"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cold stimulus, a temperature stimulus below the optimal temperature for that organism."	
<http://purl.obolibrary.org/obo/OBA_2050942>	"The amount of a transforming acidic coiled-coil-containing protein 3 when measured in blood."	"PMID:37794183"
<http://www.ebi.ac.uk/efo/EFO_0002948>	"The stage of the mother from immediately after the birth of offspring and extending for about six weeks"	"SNOMEDCT:263844007 NCIt:C81317"
<http://purl.obolibrary.org/obo/PR_000048270>	"A latent-transforming growth factor beta-binding protein 4 (human) that has had the signal peptide removed. UniProtKB:Q8N2S1, 28-1624."	"Reactome:R-HSA-2161309"
<http://www.ebi.ac.uk/efo/EFO_1000142>	"A neuroglial tumor that arises from the brain stem."	"MedDRA:10006143 NCIt:C8501"
<http://purl.obolibrary.org/obo/MONDO_0003284>	"A benign smooth muscle neoplasm arising from the mediastium. It is characterized by the presence of spindle cells with cigar-shaped nuclei, interlacing fascicles, and a whorled pattern."	"UMLS:C1334659 NCIT:C6598 DOID:5123 MEDGEN:277350"
<http://www.ebi.ac.uk/efo/EFO_0000244>		"FBbt:00000449"
<http://www.ebi.ac.uk/efo/EFO_0006343>	"Chronic inflammation and loss of PERIODONTIUM that is associated with the amount of DENTAL PLAQUE or DENTAL CALCULUS present. Chronic periodontitis occurs mostly in adults and was called adult periodontitis, but this disease can appear in young people."	"MedDRA:10009102 ICD9:523.4 OMIM:260950 NCIt:C35326 OMIM:170650 MESH:D055113 SNOMEDCT:5689008"
<http://purl.obolibrary.org/obo/HP_0001051>	"Seborrheic dermatitis is a form of eczema which is closely related to dandruff. It causes dry or greasy peeling of the scalp, eyebrows, and face, and sometimes trunk."	"SNOMEDCT_US:86708008 UMLS:C3806554 UMLS:C0036508 SNOMEDCT_US:50563003"
<http://purl.obolibrary.org/obo/PR_P07311>	"An acylphosphatase-1 that is encoded in the genome of human."	"UniProtKB:P07311"
<http://purl.obolibrary.org/obo/PR_000061497>	"A lysozyme C (human) that has had the signal peptide removed. UniProtKB:P61626, 19-148."	"Reactome:R-HSA-6806202 Reactome:R-HSA-6801025 Reactome:R-HSA-6798746 Reactome:R-HSA-6800933"
<http://purl.obolibrary.org/obo/CHEBI_88494>	"An <em>N</em><small><sup>6</small></sup>-acyl-<small>L</small>-lysine derivative in which the acyl group is specified as γ-glutamyl."	"cas:17105-15-6 hmdb:HMDB0003869 reaxys:6583819"
<http://www.ebi.ac.uk/efo/EFO_1000680>	"A chronic autoimmune disorder that belongs to the mucous membrane pemphigoid disorders. It is characterized by bilateral scarring and opacification of the conjunctivae. It presents with pain and burning sensation in the eyes and photophobia. It leads to blindness. [ NCI ]"	"MONDO:0018746 ORDO:Orphanet_46486 DOID:11656"
<http://www.orpha.net/ORDO/Orphanet_234>	"A bilirubin metabolic disorder that involves elevated levels of unconjugated bilirubin without elevation of liver alanine transaminase and aspartate transaminase enzymes as a result of the deficient ability of hepatocytes to secrete conjugated bilirubin into the bile."	"MESH:D007566 DOID:12308 UMLS:C0022350 ICD10:E80.6 MedDRA:10013800 OMIM:237500"
<http://purl.obolibrary.org/obo/MONDO_0018112>	"OBSOLETE. Isolated scaphocephaly is a form of nonsyndromic craniosynostosis characterized by premature fusion of the sagittal suture."	"NANDO:2201302 Orphanet:35093"
<http://purl.obolibrary.org/obo/OBA_2059235>	"The amount of a lysophospholipase-like protein 1 (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://www.ebi.ac.uk/efo/EFO_0006668>	"human small cell lung carcinoma cell line from a 68 year old Caucasian male (ATCC CRL-5823)"	"ATCC:CRL-5823"
<http://www.orpha.net/ORDO/Orphanet_1292>	"Brachymorphism-onychodysplasia-dysphalangism (BOD) is a very rare malformation syndrome that is characterized by short stature, hypoplastic fifth digits with tiny dysplastic nails, facial dysmorphism with coarse features including a wide mouth and broad nose, and mild intellectual disability. It has been suggested that Coffin-Siris syndrome (see this term) and BOD syndrome are perhaps allelic variants."	"MESH:C536242 OMIM:113477 UMLS:C1862082 ICD10:Q87.1"
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=5034>	"A protein coding gene HNRNPAB in human."	
<http://purl.obolibrary.org/obo/OBA_2055542>	"A compound attribute that is the ratio of amount of kynurenine--oxoglutarate transaminase 1 (human) in blood to amount of dihydropteridine reductase (human) in blood."	"PMID:38412862"
<http://purl.obolibrary.org/obo/OBA_2057338>	"The amount of a tryptase beta-2 (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://purl.obolibrary.org/obo/MONDO_0021605>	"A non-metastasizing neoplasm that arises from the upper or lower eyelid."	"SCTID:231824001 MEDGEN:137911 NCIT:C4354 UMLS:C0339107"
<http://purl.obolibrary.org/obo/OBA_2058625>	"The amount of a glutamate receptor ionotropic, kainate 2 (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://purl.obolibrary.org/obo/OBA_2050707>	"The amount of a integrin alpha-V when measured in blood."	"PMID:37794183"
<http://purl.obolibrary.org/obo/OBA_2053100>	"A compound attribute that is the ratio of amount of syntaxin-8 (human) in blood to amount of ubiquitin carboxyl-terminal hydrolase 8 (human) in blood."	"PMID:38412862"
<http://purl.obolibrary.org/obo/PR_Q8WU20>	"A fibroblast growth factor receptor substrate 2 that is encoded in the genome of human."	"Reactome:R-HSA-170963 UniProtKB:Q8WU20"
<http://purl.obolibrary.org/obo/OBA_2052551>	"The amount of a parkinson disease protein 7 (human) when measured in blood."	"PMID:38412862"
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=9212>	"A protein coding gene POU2F1 in human."	
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=12799>	"A protein coding gene WWOX in human."	
<http://purl.obolibrary.org/obo/OBA_2051498>	"The amount of a La-related protein 1 when measured in blood."	"PMID:37794183"
<http://purl.obolibrary.org/obo/PR_Q86XE5>	"A 4-hydroxy-2-oxoglutarate aldolase, mitochondrial that is encoded in the genome of human."	"UniProtKB:Q86XE5"
<http://www.ebi.ac.uk/efo/EFO_0000245>		
<http://purl.obolibrary.org/obo/UBERON_0036269>		"SCTID:363673006 EMAPA:30807"
<http://www.ebi.ac.uk/efo/EFO_1000223>	"A carcinoma that arises from glandular epithelial cells of the duodenum."	"EFO:1000223 UMLS:C0278804 ONCOTREE:DA NCIT:C7889 DOID:10816 SCTID:408644002"
<http://purl.obolibrary.org/obo/MONDO_0003422>	"A benign, well circumscribed epithelial neoplasm that arises from the bronchus or the lung parenchyma. Representative examples include alveolar adenoma, papillary adenoma, and mucus gland adenoma."	"SCTID:254642004 MEDGEN:83394 DOID:5386 NCIT:C4455 UMLS:C0345964"
<http://purl.obolibrary.org/obo/OBA_2054482>	"A compound attribute that is the ratio of amount of cystatin-C (human) in blood to amount of metalloproteinase inhibitor 1 (human) in blood."	"PMID:38412862"
<http://purl.obolibrary.org/obo/PR_000007685>	"A protein that is a translation product of the human FSTL1 gene or a 1:1 ortholog thereof."	
<http://www.ebi.ac.uk/efo/EFO_0802104>	"Quantification of suppressor of cytokine signaling 3 in a sample."	"uniprot:O14543 PMID:29875488"
<http://purl.obolibrary.org/obo/OBA_2080004>	"The amount of a alanine aminotransferase 2 (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=23069>	"A protein coding gene TRAPPC6A in human."	
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=20962>	"A protein coding gene ATG3 in human."	
<http://www.ebi.ac.uk/efo/EFO_1000483>	"Malignant mesothelioma that arises from the pleura. It is characterized by the presence of epithelioid and sarcomatoid components, with each component representing at least 10% of the tumor."	"EFO:1000483 UMLS:C1709570 NCIT:C45665"
<http://purl.obolibrary.org/obo/MONDO_0021029>	"An instance of sebaceous gland anomaly that is caused by a modification of the individual's genome."	"MEDGEN:1843175 Orphanet:183460 GARD:0020268 UMLS:C5680577"
<http://purl.obolibrary.org/obo/PR_Q96T51>	"A RUN and FYVE domain-containing protein 1 that is encoded in the genome of human."	"UniProtKB:Q96T51 Reactome:R-HSA-8871374"
<http://purl.obolibrary.org/obo/OBA_2043132>	"The amount of a glutaminyl-peptide cyclotransferase-like protein when measured in blood serum."	
<http://purl.obolibrary.org/obo/OBA_2043026>	"The amount of a cAMP-dependent protein kinase type I-alpha regulatory subunit when measured in blood serum."	
<http://purl.obolibrary.org/obo/OBA_2043794>	"The amount of a transducin beta-like protein 2 when measured in blood serum."	
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=10360>	"A protein coding gene RPL5 in human."	
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=16834>	"A protein coding gene NREP in human."	
<http://www.ebi.ac.uk/efo/EFO_0020405>	"The determination of the amount of glucocorticoid receptor in a sample"	"PMID:28240269"
<http://purl.obolibrary.org/obo/MONDO_0018884>	"Roch-Leri mesosomatous lipomatosis is a rare benign autosomal dominant disorder of fat tissue proliferation characterized by the presence of multiple small lipomas of 2 to 5 cm in diameter in the middle third of the body (i.e. the forearms, trunk, and upper thighs), and which are generally painless and can be easily removed by local anesthesia, provided that they are not too numerous or confluent. There have been no further descriptions in the literature since 1984."	"GARD:0004733 Orphanet:529 MEDGEN:896565 UMLS:C4274284 SCTID:716772007"
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=6148>	"A protein coding gene ITGAL in human."	
<http://purl.obolibrary.org/obo/CHEBI_29995>	"A C4-dicarboxylate that is the dianion obtained by the deprotonation of both the carboxy groups of aspartic acid."	
<http://purl.obolibrary.org/obo/OBA_VT0008631>	"The amount of a pro-interleukin-16 when measured in blood."	
<http://purl.obolibrary.org/obo/OBA_2080221>	"The amount of a tumor necrosis factor receptor superfamily member 14 (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=13723>	"A protein coding gene CTCF in human."	
<http://purl.obolibrary.org/obo/CHEBI_18248>	"An iron group element atom that has atomic number 26."	"kegg.compound:C00023 hmdb:HMDB0015531 NCIt:C598 drugbank:DB01592 MESH:D007501 cas:7439-89-6 SNOMEDCT:3829006 webelements:Fe reaxys:4122945"
<http://www.ebi.ac.uk/efo/EFO_0008720>	"Massively parallel sNuc-Seq with droplet technology."	"PMID:28846088"
<http://purl.obolibrary.org/obo/OBA_2044318>	"The amount of a BTB/POZ domain-containing protein KCTD3 when measured in blood serum."	
<http://purl.obolibrary.org/obo/PR_000005862>	"A protein that is a translation product of the human CREBZF gene or a 1:1 ortholog thereof."	
