?cls	?def	?xrefs
<http://www.ebi.ac.uk/efo/EFO_1000635>	"A benign vascular lesion characterized by the formation of capillary-sized or cavernous vascular channels."	"EFO:1000635 ICD9:228.09 ONCOTREE:HEMA ICD10:D18.0 UMLS:C0018916 ICD10:D18.00 SCTID:400210000 ICD9:228.0 HP:0001028 ICDO:9120/0 ICD9:228.00 NCIT:C3085 DOID:255 COHD:441818 MESH:D006391 GARD:0010759"
<http://purl.obolibrary.org/obo/GO_0036288>	"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a ximelagatran stimulus."	
<http://www.ebi.ac.uk/efo/EFO_0802485>	"Quantification of DNA-directed DNA/RNA polymerase mu in a sample."	"uniprot:Q9NP87 PMID:29875488"
<http://purl.obolibrary.org/obo/OBA_2080546>	"The amount of a retinoid-binding protein 7 (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://purl.obolibrary.org/obo/MONDO_0007123>		"SCTID:400952003 UMLS:C1862866 OMIM:106250 MESH:C536373 GARD:0000696 MEDGEN:400148 Orphanet:1072"
<http://www.orpha.net/ORDO/Orphanet_262758>		
<http://purl.obolibrary.org/obo/MONDO_0700071>	"Any myopathy in which the cause of the disease is a variation in the POMT2 gene."	"GARD:0026344"
<http://purl.obolibrary.org/obo/PR_000015788>		
<http://www.ebi.ac.uk/efo/EFO_0009284>	"A quantitative measurement of the amount of chloride present in a sample."	"PMID:29403010"
<http://purl.obolibrary.org/obo/MONDO_0016880>		"Orphanet:261836 UMLS:C5679660 MEDGEN:1826018"
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=14656>	"A protein coding gene DSCAML1 in human."	
<http://purl.obolibrary.org/obo/MONDO_0044203>	"Underdevelopment of the fovea centralis."	"MEDGEN:393047 OMIMPS:136520 UMLS:C2673946"
<http://purl.obolibrary.org/obo/OBA_2054092>	"A compound attribute that is the ratio of amount of arylsulfatase A (human) in blood to amount of dipeptidyl peptidase 2 (human) in blood."	"PMID:38412862"
<http://www.ebi.ac.uk/efo/EFO_0801870>	"Quantification of peptide chain release factor 1-like, mitochondrial in a sample."	"uniprot:Q9UGC7 PMID:29875488"
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=3681>	"A protein coding gene FGF3 in human."	
<http://purl.obolibrary.org/obo/MONDO_0003319>	"A benign or malignant neoplasm that affects the scrotum."	"MEDGEN:83328 DOID:518 NCIT:C4380 ICD9:239.5 UMLS:C0341790 SCTID:126905005"
<http://purl.obolibrary.org/obo/MONDO_0001117>	"An inherited or acquired condition characterized by abnormally increased levels of methemoglobin in the blood."	"ICD9:289.7 SCTID:38959009 MEDGEN:6339 MESH:D008708 MedDRA:10027496 DOID:10783 UMLS:C0025637 NCIT:C34817 ICD10CM:D74 GARD:0022885"
<http://purl.obolibrary.org/obo/OBA_2058107>	"The amount of a diphosphomevalonate decarboxylase (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://purl.obolibrary.org/obo/MONDO_0011260>	"An instance of pancreas lymphoma that is caused by an inherited modification of the individual's genome."	"GARD:0024784 UMLS:C1865139 MESH:C566516 OMIM:602596 MEDGEN:355383"
<http://purl.obolibrary.org/obo/PR_Q9UKL4>	"A gap junction delta-2 protein that is encoded in the genome of human."	"UniProtKB:Q9UKL4 Reactome:R-HSA-158055 Reactome:R-HSA-190671"
<http://www.orpha.net/ORDO/Orphanet_295126>		
<http://purl.obolibrary.org/obo/OBA_2053278>	"A compound attribute that is the ratio of amount of A-type potassium channel modulatory protein DPP6 (human) in blood to amount of seizure 6-like protein (human) in blood."	"PMID:38412862"
<http://www.orpha.net/ORDO/Orphanet_93160>	"Hypocalcemic vitamin D-resistant rickets (HVDRR) is a hereditary disorder of vitamin D action characterized by hypocalcemia, severe rickets and in many cases alopecia."	"OMIM:277440 ICD10:E83.3 OMIM:600785"
<http://purl.obolibrary.org/obo/PR_000001127>	"A VVC2C2C2 Ig-like domain arrangement-containing protein that is a translation product of the human MCAM gene or a 1:1 ortholog thereof."	
<http://purl.obolibrary.org/obo/PR_Q96KC8>	"A DnaJ homolog subfamily C member 1 that is encoded in the genome of human."	"UniProtKB:Q96KC8"
<http://purl.obolibrary.org/obo/MONDO_0006950>	"Inflammation of the retinal vasculature with various causes including infectious disease; lupus erythematosus, systemic; multiple sclerosis; behcet syndrome; and chorioretinitis."	"ICD10CM:H35.06 UMLS:C0152026 icd11.foundation:1863208483 DOID:11563 MedDRA:10038905 EFO:1001156 GARD:0024505 ICD9:362.18 MEDGEN:57503 MESH:D031300 SCTID:77628002"
<http://www.ebi.ac.uk/efo/EFO_0005104>		
<http://purl.obolibrary.org/obo/OBA_2043690>	"The amount of a signal-transducing adaptor protein 1 when measured in blood serum."	
<http://purl.obolibrary.org/obo/OBA_2042001>	"The amount of a interleukin-15 receptor subunit alpha when measured in blood serum."	
<http://purl.obolibrary.org/obo/OBA_2081716>	"The amount of a protein jagged-2 (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://purl.obolibrary.org/obo/MONDO_0000496>	"Inflammation of the bladder resulting in bloody urine."	"NCIT:C114666 SCTID:87696004 UMLS:C0085692 MEDGEN:508360 DOID:0050859"
<http://purl.obolibrary.org/obo/MONDO_0014715>	"Primary immunodeficiency with post-measles-mumps-rubella vaccine viral infection is a rare primary immunodeficiency due to a defect in innate immunity disorder characterized by selective susceptibility to viral infections, particularly after systemic challenge with live viral vaccines, such as the measles, mumps and rubella (MMR) vaccine. Patients present severe, potentially fatal, manifestations to viral illness, including encephalitis, hepatitis and pneumonitis."	"MEDGEN:904009 DOID:0111975 OMIM:616636 UMLS:C4225260 NANDO:2200770 Orphanet:431166 GARD:0017711"
<http://purl.obolibrary.org/obo/PR_000010320>	"A protein that is a translation product of the human MEMO1 gene or a 1:1 ortholog thereof."	
<http://purl.obolibrary.org/obo/MONDO_0010507>		"UMLS:C4311049 OMIM:300979 MEDGEN:935016 NCIT:C177544 GARD:0017955 Orphanet:521258"
<http://purl.obolibrary.org/obo/OBA_2080030>	"The amount of a DDB1- and CUL4-associated factor 11 (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://www.ebi.ac.uk/efo/EFO_0008386>	"Quantification of body odor, a perceived unpleasant smell given off by the body"	"PMID:28753643"
<http://purl.obolibrary.org/obo/PR_000036291>	"A trypsin that has had the signal peptide removed."	
<http://purl.obolibrary.org/obo/GO_0042747>	"A stage in the circadian sleep cycle during which dreams occur and the body undergoes marked changes including rapid eye movement, loss of reflexes, and increased pulse rate and brain activity."	"GO:0042747"
<http://purl.obolibrary.org/obo/PR_Q9H6L5>	"A reticulophagy regulator 1 that is encoded in the genome of human."	"UniProtKB:Q9H6L5"
<http://purl.obolibrary.org/obo/PR_Q9BT09>	"A protein canopy homolog 3 that is encoded in the genome of human."	"UniProtKB:Q9BT09"
<http://purl.obolibrary.org/obo/OBA_2051383>	"The amount of a alpha-endosulfine when measured in blood."	"PMID:37794183"
<http://purl.obolibrary.org/obo/MONDO_0004628>		"UMLS:C0267166 SCTID:196731005 ICD9:535.50 ICD9:535.4 MEDGEN:540445 DOID:8644"
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=10878>	"A protein coding gene SIGLEC9 in human."	
<http://purl.obolibrary.org/obo/PR_P09467>	"A fructose-1,6-bisphosphatase 1 that is encoded in the genome of human."	"UniProtKB:P09467"
<http://purl.obolibrary.org/obo/OBA_2057921>	"The amount of a tissue factor pathway inhibitor 2 (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://purl.obolibrary.org/obo/CHEBI_81278>		"kegg.compound:C17690"
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=15449>	"A protein coding gene LGALS13 in human."	
<http://purl.obolibrary.org/obo/CHEBI_63964>	"A hydrochloride salt prepared from <em>N</em><small><sup>6</small></sup>-acetimidoyl-<small>L</small>-lysine and two equivalents of hydrogen chloride. A selective inhibitor of inducible nitric oxide synthase."	"Reaxys:7083584 reaxys:7083584 ChEMBL:1222605"
<http://purl.obolibrary.org/obo/OBA_2041923>	"The amount of a hypoxanthine-guanine phosphoribosyltransferase when measured in blood serum."	
<http://www.ebi.ac.uk/efo/EFO_0002608>		"MedDRA:10001510 MESH:D015526 NCIt:C2864"
<http://www.ebi.ac.uk/efo/EFO_0802814>	"Quantification of NKG2D ligand 1 in a sample."	"PMID:29875488"
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=9522>	"A protein coding gene PSG5 in human."	
<http://purl.obolibrary.org/obo/PR_Q9Y6G5>	"A COMM domain-containing protein 10 that is encoded in the genome of human."	"UniProtKB:Q9Y6G5"
<http://www.orpha.net/ORDO/Orphanet_295124>		
<http://purl.obolibrary.org/obo/MONDO_0020361>		"UMLS:C5681641 MEDGEN:1843099 Orphanet:98950 icd11.foundation:407675981 DOID:0111718 GARD:0019607"
<http://www.ebi.ac.uk/efo/EFO_0000039>	"CS57622 is an Arabidopsis thaliana strain as described in TAIR http://www.arabidopsis.org/servlets/TairObject?id=1005158646&type=germplasm"	
<http://purl.obolibrary.org/obo/GO_0015276>	"Enables the transmembrane transfer of an ion by a channel that opens when a specific ligand has been bound by the channel complex or one of its constituent parts."	
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=21147>	"A protein coding gene RNF122 in human."	
<http://www.ebi.ac.uk/efo/EFO_0005102>		
<http://purl.obolibrary.org/obo/MONDO_0021532>	"A fibroma that involves the prostate gland."	"SCTID:47014000 UMLS:C0268885 NCIT:C3972 MEDGEN:75709 ICD9:600.20"
<http://www.orpha.net/ORDO/Orphanet_99832>		
<http://purl.obolibrary.org/obo/CHEBI_64482>	"A glycerophosphocholine that is glycero-3-phosphocholine bearing two acyl substituents at positions 1 and 2."	"pubmed:2474544"
<http://purl.obolibrary.org/obo/MONDO_0012799>	"Any hypertrophic cardiomyopathy in which the cause of the disease is a mutation in the ACTC1 gene."	"GARD:0024889 MESH:C567419 UMLS:C2677506 DOID:0110317 OMIM:612098 MEDGEN:436962"
<http://purl.obolibrary.org/obo/OBA_2054174>	"A compound attribute that is the ratio of amount of T-cell surface glycoprotein CD5 (human) in blood to level of T-cell differentiation antigen CD6 in blood."	"PMID:38412862"
<http://www.orpha.net/ORDO/Orphanet_3289>		
<http://purl.obolibrary.org/obo/MONDO_0012556>	"DK1-CDG is characterized by muscular hypotonia and ichthyosis. It has been described in four children from two consanguineous families. All the affected children died during early infancy, two from dilated cardiomyopathy. The syndrome is caused by a deficiency in dolichol kinase 1 (DK1), an enzyme involved in the de novo biosynthesis of dolichol phosphate. The mutations identified in the DK1 gene led to a 96 to 98% reduction in DK activity."	"Orphanet:91131 GARD:0012393 MESH:C563666 UMLS:C1835849 SCTID:718712005 MEDGEN:332072 DOID:0080565 OMIM:610768"
<http://www.ebi.ac.uk/efo/EFO_0002607>		"NIFSTD:birnlex_2117"
<http://purl.obolibrary.org/obo/PR_Q9BQ89>	"A protein FAM110A that is encoded in the genome of human."	"UniProtKB:Q9BQ89"
<http://purl.obolibrary.org/obo/PR_000014022>	"A protein that is a translation product of the human RIPK1 gene or a 1:1 ortholog thereof."	"IUPHARobj:2189 PIRSF:PIRSF038820"
<http://purl.obolibrary.org/obo/OBA_2053399>	"A compound attribute that is the ratio of amount of CD99 antigen (human) in blood to amount of stromelysin-1 (human) in blood."	"PMID:38412862"
<http://www.ebi.ac.uk/efo/EFO_0006282>	"KM12 is one of the cell lines of the NCI-60 panel which represents different cancer types and has been widely utilized for drug screening and molecular target identification."	"NCIt:C117165"
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=2180>	"A protein coding gene COCH in human."	
<http://purl.obolibrary.org/obo/OBA_2058335>	"The amount of a 14-3-3 protein zeta/delta (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://www.ebi.ac.uk/efo/EFO_0007495>	"A viral infectious disease that results_in inflammation located_in brain, has_material_basis_in St. Louis encephalitis virus, which is transmitted_by Culex mosquitoes. The infection has_symptom headache, has_symptom high fever, has_symptom neck stiffness, has_symptom stupor, has_symptom disorientation, has_symptom coma, has_symptom tremors, has_symptom convulsions and has_symptom spastic paralysis."	"DOID:10845 MedDRA:10041896 MESH:D004674"
<http://www.ebi.ac.uk/efo/EFO_0002961>	"A human embryonal carcinoma (EC) stem cell line used as a model system for the study of neuronal differentiation and differentiated into neuronal like cells"	
<http://purl.obolibrary.org/obo/PR_000010981>	"A protein that is a translation product of the human NAPA gene or a 1:1 ortholog thereof."	
<http://purl.obolibrary.org/obo/OBA_2052746>	"The amount of a ubiquitin-associated domain-containing protein 1 (human) when measured in blood."	"PMID:38412862"
<http://purl.obolibrary.org/obo/MONDO_0004622>		"SCTID:111354009 UMLS:C0311262 ICD9:557.1 DOID:8633 MEDGEN:90228"
<http://purl.obolibrary.org/obo/OBA_2055722>	"A compound attribute that is the ratio of amount of carbonic anhydrase 13 (human) in blood to amount of dihydropteridine reductase (human) in blood."	"PMID:38412862"
<http://www.ebi.ac.uk/efo/EFO_0003741>	"An assay in which DNA is the input molecule derived from pooled clones (for example BACs and Fosmids) is sequenced using high throughput technology using shotgun methodology."	
<http://purl.obolibrary.org/obo/OBA_2054855>	"A compound attribute that is the ratio of amount of calcium-regulated heat-stable protein 1 (human) in blood to amount of porphobilinogen deaminase (human) in blood."	"PMID:38412862"
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=18665>	"A protein coding gene FAM3D in human."	
<http://purl.obolibrary.org/obo/PR_000014729>	"A protein that is a translation product of the human SEZ6L2 gene or a 1:1 ortholog thereof."	
<http://purl.obolibrary.org/obo/PR_000018780>	"A prostate-specific antigen that has been processed by proteolytic cleavage."	
<http://www.ebi.ac.uk/efo/EFO_0005103>		
<http://purl.obolibrary.org/obo/NCBITaxon_9234>		
<http://purl.obolibrary.org/obo/MONDO_1060192>	"A syndromic disorder in which the cause of the disease is a variation in the CASK gene. It is associated with a wide phenotypic spectrum ranging from mild-to-severe intellectual disability with or without nystagmus to moderate-to-profound intellectual disability and progressive microcephaly with pontine and cerebellar hypoplasia, often associated with seizures."	"MEDGEN:825277 UMLS:C3839432"
<http://www.ebi.ac.uk/efo/EFO_0007397>	"An opportunistic bacterial infectious disease that results_in disseminated infection in immunocompromised hosts, has_material_basis_in Nocardia asteroides. The infection has_symptom pneumonia, has_symptom cellulitis, has_symptom lesions in the brain or meninges, and has_symptom ascending regional lymphadenopathy."	"DOID:2312 MedDRA:10029444 MESH:D009617"
<http://purl.obolibrary.org/obo/OBA_2059434>	"The amount of a beta-1,3-glucosyltransferase (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://purl.obolibrary.org/obo/PR_000011573>	"A protein that is a translation product of the human OAF gene or a 1:1 ortholog thereof."	
<http://purl.obolibrary.org/obo/MONDO_0020363>		"GARD:0019609 UMLS:C0339300 icd11.foundation:896313309 Orphanet:98958 MEDGEN:573075"
<http://purl.obolibrary.org/obo/AfPO_0000462>	"A Bantu Central population with a population size of 74000"	
<http://purl.obolibrary.org/obo/MONDO_0022762>		"ICD10CM:Q93.3 Orphanet:261884 UMLS:C2931557 MEDGEN:419441 MESH:C537637 icd11.foundation:1460916074 GARD:0020808"
<http://www.ebi.ac.uk/efo/EFO_0801253>	"Quantification of phosphatidylcholine diacyl C34:2 measurement in a sample."	"PMID:26068415"
<http://purl.obolibrary.org/obo/OBA_2020003>	"The amount of a chemical entity when measured in blood."	
<http://www.orpha.net/ORDO/Orphanet_295122>		
<http://www.ebi.ac.uk/efo/EFO_0004168>		
<http://purl.obolibrary.org/obo/OBA_2053110>	"A compound attribute that is the ratio of amount of glycogen [starch] synthase, muscle (human) in blood to amount of serine/threonine-protein kinase STK11 (human) in blood."	"PMID:38412862"
<http://purl.obolibrary.org/obo/CLO_0026786>	"CYTOCHROME P450, SUBFAMILY IIC, POLYPEPTIDE 9; CYP2C9 DNA POLYMORPHISM DISCOVERY RESOURCE COLLECTION"	
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=2090>	"A protein coding gene CLTA in human."	
<http://purl.obolibrary.org/obo/OBA_2059371>	"The amount of a methionine aminopeptidase 1D, mitochondrial (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://purl.obolibrary.org/obo/PR_000005921>		
<http://www.ebi.ac.uk/efo/EFO_0800247>	"Quantification of the amount of 1-linoleoyl-GPE (18:2) in a sample."	"PMID:35347128"
<http://purl.obolibrary.org/obo/PR_000021465>	"A sex hormone-binding globulin that has had the signal peptide removed."	
<http://www.ebi.ac.uk/efo/EFO_0010063>	"An action or administration of therapeutic agents to produce an effect that is intended to alter or stop a pathologic process."	"NCIt:C49236"
<http://www.ebi.ac.uk/efo/EFO_0002606>		
<http://purl.obolibrary.org/obo/PR_P35052>	"A glypican-1 that is encoded in the genome of human."	"UniProtKB:P35052"
<http://purl.obolibrary.org/obo/OBA_2051048>	"The amount of a trans-3-hydroxy-L-proline dehydratase when measured in blood."	"PMID:37794183"
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=11210>	"A protein coding gene SPA17 in human."	
<http://purl.obolibrary.org/obo/PR_Q9Y243>	"A RAC-gamma serine/threonine-protein kinase that is encoded in the genome of human."	"DTO:03100021 Reactome:R-HSA-2976006 UniProtKB:Q9Y243 Reactome:R-HSA-2976007"
<http://purl.obolibrary.org/obo/OBA_2053865>	"A compound attribute that is the ratio of amount of contactin-5 (human) in blood to amount of roundabout homolog 2 (human) in blood."	"PMID:38412862"
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=11040>	"A protein coding gene SLC5A5 in human."	
<http://purl.obolibrary.org/obo/PR_000020043>	"A glypican-1 that has had the signal peptide removed."	
<http://purl.obolibrary.org/obo/OBA_2080707>	"The amount of a mediator of RNA polymerase II transcription subunit 10 (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://purl.obolibrary.org/obo/PR_P10599>	"A thioredoxin that is encoded in the genome of human."	"UniProtKB:P10599"
<http://purl.obolibrary.org/obo/OBA_2050592>	"The amount of a D-dopachrome decarboxylase when measured in blood."	"PMID:37794183"
<http://purl.obolibrary.org/obo/OBA_2080427>	"The amount of a fatty acid hydroxylase domain-containing protein 2 (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://purl.obolibrary.org/obo/HP_0000098>	"A height above that which is expected according to age and gender norms."	"UMLS:C0241240 SNOMEDCT_US:248328003"
<http://www.ebi.ac.uk/efo/EFO_1000810>		"DOID:6712 SNOMEDCT:14363008 MedDRA:10002703 MESH:D020759"
<http://purl.obolibrary.org/obo/PR_Q19AV6>	"A zinc finger SWIM domain-containing protein 7 that is encoded in the genome of human."	"UniProtKB:Q19AV6"
<http://purl.obolibrary.org/obo/PR_P41439>	"A folate receptor gamma that is encoded in the genome of human."	"UniProtKB:P41439"
<http://purl.obolibrary.org/obo/GO_0035812>	"The elimination of sodium ions from peritubular capillaries (or surrounding hemolymph in invertebrates) into the renal tubules to be incorporated subsequently into the urine."	
<http://purl.obolibrary.org/obo/OBA_2042806>	"The amount of a ProSAAS when measured in blood serum."	
<http://purl.obolibrary.org/obo/PR_Q9ULW6>	"A nucleosome assembly protein 1-like 2 that is encoded in the genome of human."	"UniProtKB:Q9ULW6"
<http://purl.obolibrary.org/obo/PR_000016723>		
<http://purl.obolibrary.org/obo/OBA_2041688>	"The amount of a hexokinase-4 when measured in blood serum."	
<http://purl.obolibrary.org/obo/CL_0002448>	"A NK1.1-positive T cell that is Ly49H-negative."	
<http://www.ebi.ac.uk/efo/EFO_0002605>		
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=21420>	"A protein coding gene CDK20 in human."	
<http://www.ebi.ac.uk/efo/EFO_0009123>	"collection of a urine specimen from an organism"	
<http://www.ebi.ac.uk/efo/EFO_0009752>	"Impairment of visuospatial functioning."	
<http://purl.obolibrary.org/obo/OBA_1000025>	"The size of a breast."	
<http://purl.obolibrary.org/obo/PR_Q29983>	"An MHC class I polypeptide-related sequence A that is encoded in the genome of human."	"UniProtKB:Q29983"
<http://purl.obolibrary.org/obo/PR_000016201>	"A protein that is a translation product of the human TCP11 gene or a 1:1 ortholog thereof."	
<http://purl.obolibrary.org/obo/MONDO_0007020>	"An acute neurological disorder characterized by the triad of ophthalmoplegia, ataxia, and disturbances of mental activity or consciousness. Eye movement abnormalities include nystagmus, external rectus palsies, and reduced conjugate gaze. thiamine deficiency and chronic alcoholism are associated conditions. Pathologic features include periventricular petechial hemorrhages and neuropil breakdown in the diencephalon and brainstem. Chronic thiamine deficiency may lead to korsakoff syndrome. (Adams et al., Principles of Neurology, 6th ed, pp1139-42; Davis & Robertson, Textbook of Neuropathology, 2nd ed, pp452-3)"	"ICD10CM:E51.2 ICD9:265.1 UMLS:C0043121 icd11.foundation:1360335041 MEDGEN:53073 SCTID:21007002 DOID:2384 Orphanet:97354 MESH:D014899"
<http://purl.obolibrary.org/obo/NCBITaxon_393121>		
<http://purl.obolibrary.org/obo/OBA_2052704>	"The amount of a leukocyte elastase inhibitor (human) when measured in blood."	"PMID:38412862"
<http://purl.obolibrary.org/obo/OBA_2054541>	"A compound attribute that is the ratio of amount of M-phase phosphoprotein 8 (human) in blood to amount of actin-binding protein WASF1 (human) in blood."	"PMID:38412862"
<http://purl.obolibrary.org/obo/PR_000047454>	"A follistatin (human) that has had the signal peptide removed. UniProtKB:P19883, 30-344."	"Reactome:R-HSA-2473211"
<http://purl.obolibrary.org/obo/OBA_2050968>	"The amount of a TSC22 domain family protein 3 when measured in blood."	"PMID:37794183"
<http://purl.obolibrary.org/obo/PR_P50219>	"A motor neuron and pancreas homeobox protein 1 that is encoded in the genome of human."	"UniProtKB:P50219"
<http://purl.obolibrary.org/obo/CLO_0013888>	"HUMAN VARIATION PANEL - CAUCASIAN PANEL OF 100 (SET 1) HUMAN VARIATION PANEL - CAUCASIAN PANEL OF 200 HUMAN VARIATION PANEL - CAUCASIAN PANEL OF 50"	
<http://purl.obolibrary.org/obo/PR_000047429>	"A vascular endothelial growth factor receptor 1 (human) that has had the signal peptide removed. UniProtKB:P17948, 27-1338."	"Reactome:R-HSA-3004464"
<http://purl.obolibrary.org/obo/OBA_2041539>	"The amount of a gastrotropin when measured in blood serum."	
<http://www.ebi.ac.uk/efo/EFO_0009435>	"Quantification of the global severity of rheumatoid arthritis in a patient, based on a combination of several different specific measures, e.g. swollen 28-joint count, tender 28-joint count, erythrocyte sedimentation rate and patient global health assessment score."	"PMID:30166627"
<http://www.ebi.ac.uk/efo/EFO_1000801>		"MESH:D002310 SNOMEDCT:83521008 NCIt:C53653 DOID:12935 ICD10:I42.6 MedDRA:10001616"
<http://purl.obolibrary.org/obo/UBERON_0012337>	"The cauda equina is a structure within the lower end of the spinal column of most vertebrates, that consists of nerve roots and rootlets from above. The space in which the cerebrospinal fluid is present is actually an extension of the subarachnoid space."	"UMLS:C0007458 Wikipedia:Cauda_equina EMAPA:37468 FMA:52590 MESH:D002420 NCIT:C12689 neuronames:1626 SCTID:263377004 MA:0003045"
<http://purl.obolibrary.org/obo/OBA_2059840>	"The amount of a ADP-ribosylation factor GTPase-activating protein 1 (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://purl.obolibrary.org/obo/MONDO_0005586>	"A benign or malignant neoplasm that affects the anatomic structures of the head and neck region. Representative examples of benign neoplasms include salivary gland pleomorphic adenoma and nasal cavity papilloma. Representative examples of malignant neoplasms include oral cavity squamous cell carcinoma, laryngeal squamous cell carcinoma, and salivary gland carcinoma."	"MEDGEN:6728 SCTID:255055008 ONCOTREE:HEADNECK EFO:0005950 NCIT:C3077 UMLS:C0018671 ICD9:239.89"
<http://purl.obolibrary.org/obo/PR_000006679>	"A protein that is a translation product of the human DPYS gene or a 1:1 ortholog thereof."	
<http://www.ebi.ac.uk/efo/EFO_0000241>		
<http://purl.obolibrary.org/obo/MONDO_0017845>		"UMLS:C1849156 GARD:0021401 Orphanet:316226 MEDGEN:376528 MESH:C564815 DOID:0050952 OMIMPS:108600"
<http://purl.obolibrary.org/obo/PR_000041205>	"A cyclin-related protein that is a translation product of the human CCNA1 or CCNA2 genes, 1:1 orthologs thereof, or a semi-ortholog thereof."	
<http://www.ebi.ac.uk/efo/EFO_1000747>	"one of a group of skin disorders that are characterized primarily by their resemblance to psoriasis (red, scaly lesions), rather than by their underlying etiology. Neoplasms can develop from parapsoriasis. For example, it can develop into cutaneous T-cell lymphoma."	"MedDRA:10033898 Wikipedia:Parapsoriasis DOID:9088 ICD10:L41"
<http://www.ebi.ac.uk/efo/EFO_0800997>	"Quantification of the amount of methyl-4-hydroxybenzoate sulfate in a sample."	"PMID:35347128"
<http://purl.obolibrary.org/obo/OBA_2055694>	"A compound attribute that is the ratio of amount of sorting nexin-9 (human) in blood to amount of vacuolar protein sorting-associated protein VTA1 homolog (human) in blood."	"PMID:38412862"
<http://purl.obolibrary.org/obo/OBA_2055396>	"A compound attribute that is the ratio of amount of bis(5'-adenosyl)-triphosphatase (human) in blood to amount of NSFL1 cofactor p47 (human) in blood."	"PMID:38412862"
<http://www.orpha.net/ORDO/Orphanet_99819>		
<http://www.ebi.ac.uk/efo/EFO_0801511>	"Quantification of cysteine-rich secretory protein 2 in a sample."	"uniprot:P16562 PMID:29875488"
<http://purl.obolibrary.org/obo/OBA_2050221>	"The amount of a tumor necrosis factor receptor superfamily member 13C when measured in anatomical entity."	
<http://purl.obolibrary.org/obo/MONDO_0007586>	"This gene is involved in the heparin/heparin sulfate biosynthesis, cell organization/biogenesis and development of the cytoskeleton in chondrocytes."	"MEDGEN:377018 UMLS:C1851413 OMIM:133701 NCIT:C18252 GARD:0002205"
<http://www.ebi.ac.uk/efo/EFO_0009693>	"Quantification of the metabolites of thiopurine compounds."	"PMID:30201983"
<http://purl.obolibrary.org/obo/PR_Q9BX46>	"An RNA-binding protein 24 that is encoded in the genome of human."	"UniProtKB:Q9BX46"
<http://www.ebi.ac.uk/efo/EFO_0000242>		
<http://purl.obolibrary.org/obo/OBA_2041579>	"The amount of a fumarate hydratase, mitochondrial when measured in blood serum."	
<http://purl.obolibrary.org/obo/NCBITaxon_311424>		
<http://www.ebi.ac.uk/efo/EFO_0002719>	"C. elegans second stage larva. At 25 Centigrade, it ranges 25.5-32.5 hours after fertilization, 11.5-18.5 hours after hatch."	"WBls:0000027"
<http://www.ebi.ac.uk/efo/EFO_0007536>	"A ureteral disease characterized by backward flow of urine from the urinary bladder into the ureter."	"MESH:D014718 DOID:9620 MedDRA:10047371"
<http://www.ebi.ac.uk/efo/EFO_0006492>	"Human lymphoma cell line isolated from peritoneal effusion in a 38-year-old male Caucasian patient. (ATCC catalog number CRL-2957)"	"CLO:0037061 RRID:CVCL_0539 BTO:0006462 ATCC:CRL-2957"
<http://purl.obolibrary.org/obo/OBA_2081902>	"The amount of a scinderin (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://www.orpha.net/ORDO/Orphanet_357058>		
<http://www.ebi.ac.uk/efo/EFO_1001304>	"An acquired or hereditary condition due to deficiency in the formation of tooth enamel (AMELOGENESIS). It is usually characterized by defective, thin, or malformed DENTAL ENAMEL. Risk factors for enamel hypoplasia include gene mutations, nutritional deficiencies, diseases, and environmental factors."	"MESH:D003744 DOID:693"
<http://www.ebi.ac.uk/efo/EFO_1000938>	"An idiopathic, segmental, nonatheromatous disease of the musculature of arterial walls, leading to STENOSIS of small and medium-sized arteries. There is true proliferation of SMOOTH MUSCLE CELLS and fibrous tissue. Fibromuscular dysplasia lesions are smooth stenosis and occur most often in the renal and carotid arteries. They may also occur in other peripheral arteries of the extremity."	"NCIt:C84714 SNOMEDCT:31653004 MESH:D005352 DOID:2389 MedDRA:10054794"
