label	ID	parent_term
level of serpin B3 (human) in cerebrospinal fluid	OBA_2057588	protein amount (OBA_VT0010120)
level of serpin B3 in blood serum	OBA_2043460	serum protein amount (OBA_2050071)
level of serpin B4 (human) in cerebrospinal fluid	OBA_2057928	protein amount (OBA_VT0010120)
level of serpin B4 in blood serum	OBA_2043461	serum protein amount (OBA_2050071)
level of serpin B5 (human) in cerebrospinal fluid	OBA_2057742	protein amount (OBA_VT0010120)
level of serpin B5 in blood	OBA_2050894	blood protein amount (OBA_VT0005416)
level of serpin B5 in blood serum	OBA_2043462	serum protein amount (OBA_2050071)
level of serpin B5 in blood serum	OBA_2043462	level of serpin B5 in blood (OBA_2050894)
level of serpin B6 in blood	OBA_2051082	blood protein amount (OBA_VT0005416)
level of serpin B6 in blood serum	OBA_2045008	serum protein amount (OBA_2050071)
level of serpin B6 in blood serum	OBA_2045008	level of serpin B6 in blood (OBA_2051082)
level of serpin B8 (human) in cerebrospinal fluid	OBA_2058007	protein amount (OBA_VT0010120)
level of serpin B8 in blood	OBA_2050895	blood protein amount (OBA_VT0005416)
level of serpin B8 in blood serum	OBA_2043463	serum protein amount (OBA_2050071)
level of serpin B8 in blood serum	OBA_2043463	level of serpin B8 in blood (OBA_2050895)
level of serpin B9 (human) in cerebrospinal fluid	OBA_2058008	protein amount (OBA_VT0010120)
level of serpin B9 in blood	OBA_2050896	blood protein amount (OBA_VT0005416)
level of serpin B9 in blood serum	OBA_2043464	serum protein amount (OBA_2050071)
level of serpin B9 in blood serum	OBA_2043464	level of serpin B9 in blood (OBA_2050896)
level of serpin H1 (human) in cerebrospinal fluid	OBA_2058009	protein amount (OBA_VT0010120)
level of serpin H1 in blood	OBA_2050897	blood protein amount (OBA_VT0005416)
level of serpin H1 in blood serum	OBA_2043465	serum protein amount (OBA_2050071)
level of serpin H1 in blood serum	OBA_2043465	level of serpin H1 in blood (OBA_2050897)
level of serpin I2 (human) in cerebrospinal fluid	OBA_2056399	protein amount (OBA_VT0010120)
level of serpin I2 in blood serum	OBA_2043466	serum protein amount (OBA_2050071)
level of serrate RNA effector molecule homolog (human) in cerebrospinal fluid	OBA_2080787	protein amount (OBA_VT0010120)
level of serrate RNA effector molecule in blood serum	OBA_2043660	serum protein amount (OBA_2050071)
level of serum amyloid A-1 protein (human) in cerebrospinal fluid	OBA_2056997	protein amount (OBA_VT0010120)
level of serum amyloid A-2 protein (human) in cerebrospinal fluid	OBA_2056998	protein amount (OBA_VT0010120)
level of serum amyloid A-4 protein (human) in cerebrospinal fluid	OBA_2057709	protein amount (OBA_VT0010120)
level of serum amyloid P-component (human) in cerebrospinal fluid	OBA_2056688	protein amount (OBA_VT0010120)
level of serum globulin type protein	OBA_2045206	serum protein amount (OBA_2050071)
level of serum paraoxonase/arylesterase 1 (human) in cerebrospinal fluid	OBA_2057527	serum paraoxonase/arylesterase 1 level (OBA_2050098)
level of serum paraoxonase/arylesterase 1 in blood serum	OBA_2044998	serum protein amount (OBA_2050071)
level of serum paraoxonase/arylesterase 1 in blood serum	OBA_2044998	serum paraoxonase/arylesterase 1 level (OBA_2050098)
level of serum paraoxonase/arylesterase 2 (human) in cerebrospinal fluid	OBA_2058887	protein amount (OBA_VT0010120)
level of serum paraoxonase/arylesterase 2 in blood serum	OBA_2042974	serum protein amount (OBA_2050071)
level of serum paraoxonase/lactonase 3 in blood	OBA_2051097	blood protein amount (OBA_VT0005416)
level of serum response factor-binding protein 1 (human) in cerebrospinal fluid	OBA_2059914	protein amount (OBA_VT0010120)
level of serum response factor-binding protein 1 in blood serum	OBA_2043651	serum protein amount (OBA_2050071)
level of sesquipedalian-2 (human) in cerebrospinal fluid	OBA_2059291	protein amount (OBA_VT0010120)
level of sesquipedalian-2 in blood serum	OBA_2044761	serum protein amount (OBA_2050071)
level of sex hormone-binding globulin (human) in cerebrospinal fluid	OBA_2056738	protein amount (OBA_VT0010120)
level of sex-determining region Y protein (human) in cerebrospinal fluid	OBA_2058502	protein amount (OBA_VT0010120)
level of sex-determining region Y protein in blood serum	OBA_2043662	serum protein amount (OBA_2050071)
level of shadow of prion protein (human) in cerebrospinal fluid	OBA_2059127	protein amount (OBA_VT0010120)
level of shadow of prion protein in blood serum	OBA_2043645	serum protein amount (OBA_2050071)
level of sharpin (human) in cerebrospinal fluid	OBA_2080883	protein amount (OBA_VT0010120)
level of sharpin in blood serum	OBA_2043499	serum protein amount (OBA_2050071)
level of short stature homeobox protein (human) in cerebrospinal fluid	OBA_2056080	protein amount (OBA_VT0010120)
level of short stature homeobox protein in blood serum	OBA_2043505	serum protein amount (OBA_2050071)
level of short transmembrane mitochondrial protein 1 (human) in blood serum	OBA_2044893	serum protein amount (OBA_2050071)
level of short transmembrane mitochondrial protein 1 (human) in cerebrospinal fluid	OBA_2055893	protein amount (OBA_VT0010120)
level of short-chain dehydrogenase/reductase 3 (human) in cerebrospinal fluid	OBA_2056410	protein amount (OBA_VT0010120)
level of short-chain dehydrogenase/reductase 3 in blood serum	OBA_2041295	serum protein amount (OBA_2050071)
level of short-chain specific acyl-CoA dehydrogenase, mitochondrial (human) in cerebrospinal fluid	OBA_2057218	protein amount (OBA_VT0010120)
level of short-chain specific acyl-CoA dehydrogenase, mitochondrial in blood serum	OBA_2040470	serum protein amount (OBA_2050071)
level of short/branched chain specific acyl-CoA dehydrogenase, mitochondrial (human) in cerebrospinal fluid	OBA_2057876	protein amount (OBA_VT0010120)
level of short/branched chain specific acyl-CoA dehydrogenase, mitochondrial in blood	OBA_2050469	blood protein amount (OBA_VT0005416)
level of short/branched chain specific acyl-CoA dehydrogenase, mitochondrial in blood serum	OBA_2040471	serum protein amount (OBA_2050071)
level of short/branched chain specific acyl-CoA dehydrogenase, mitochondrial in blood serum	OBA_2040471	level of short/branched chain specific acyl-CoA dehydrogenase, mitochondrial in blood (OBA_2050469)
level of sia-alpha-2,3-Gal-beta-1,4-GlcNAc-R:alpha 2,8-sialyltransferase in blood serum	OBA_2043683	serum protein amount (OBA_2050071)
level of sialate O-acetylesterase (human) in cerebrospinal fluid	OBA_2081055	protein amount (OBA_VT0010120)
level of sialate:O-sulfotransferase 2 (human) in cerebrospinal fluid	OBA_2059066	protein amount (OBA_VT0010120)
level of sialic acid synthase in blood serum	OBA_2042505	serum protein amount (OBA_2050071)
level of sialic acid-binding Ig-like lectin 11 (human) in cerebrospinal fluid	OBA_2080550	protein amount (OBA_VT0010120)
level of sialic acid-binding Ig-like lectin 12 (human) in cerebrospinal fluid	OBA_2080533	protein amount (OBA_VT0010120)
level of sialic acid-binding Ig-like lectin 14 (human) in cerebrospinal fluid	OBA_2058569	sialic acid-binding Ig-like lectin 14 amount (OBA_2050227)
level of sialic acid-binding Ig-like lectin 15 (human) in cerebrospinal fluid	OBA_2059439	protein amount (OBA_VT0010120)
level of sialic acid-binding Ig-like lectin 15 in blood serum	OBA_2043508	serum protein amount (OBA_2050071)
level of sialic acid-binding Ig-like lectin 5 (human) in cerebrospinal fluid	OBA_2056095	protein amount (OBA_VT0010120)
level of sialic acid-binding Ig-like lectin 5 in blood serum	OBA_2040358	serum protein amount (OBA_2050071)
level of sialic acid-binding Ig-like lectin 7 (human) in cerebrospinal fluid	OBA_2081736	sialic acid-binding Ig-like lectin 7 amount (OBA_2050229)
level of sialic acid-binding Ig-like lectin 8 (human) in cerebrospinal fluid	OBA_2081337	protein amount (OBA_VT0010120)
level of sialic acid-binding Ig-like lectin 8 in blood serum	OBA_2040359	serum protein amount (OBA_2050071)
level of sialic acid-binding Ig-like lectin 9 (human) in cerebrospinal fluid	OBA_2081772	sialic acid-binding Ig-like lectin 9 amount (OBA_2050281)
level of sialidase-1 (human) in cerebrospinal fluid	OBA_2080587	protein amount (OBA_VT0010120)
level of sialidase-1 in blood serum	OBA_2042564	serum protein amount (OBA_2050071)
level of sialoadhesin (human) in cerebrospinal fluid	OBA_2080843	protein amount (OBA_VT0010120)
level of sialomucin core protein 24 in blood	OBA_2051072	blood protein amount (OBA_VT0005416)
level of sialomucin core protein 24 in blood serum	OBA_2044935	serum protein amount (OBA_2050071)
level of sialomucin core protein 24 in blood serum	OBA_2044935	level of sialomucin core protein 24 in blood (OBA_2051072)
level of sideroflexin-5 (human) in cerebrospinal fluid	OBA_2080003	protein amount (OBA_VT0010120)
level of sideroflexin-5 in blood serum	OBA_2043482	serum protein amount (OBA_2050071)
level of signal peptidase complex subunit 1 (human) in cerebrospinal fluid	OBA_2081882	protein amount (OBA_VT0010120)
level of signal peptidase complex subunit 1 in blood serum	OBA_2043622	serum protein amount (OBA_2050071)
level of signal peptide, CUB and EGF-like domain-containing protein 1 (human) in cerebrospinal fluid	OBA_2059689	protein amount (OBA_VT0010120)
level of signal peptide, CUB and EGF-like domain-containing protein 1 in blood serum	OBA_2043410	serum protein amount (OBA_2050071)
level of signal peptide, CUB and EGF-like domain-containing protein 3 (human) in cerebrospinal fluid	OBA_2059692	protein amount (OBA_VT0010120)
level of signal peptide, CUB and EGF-like domain-containing protein 3 in blood serum	OBA_2044438	serum protein amount (OBA_2050071)
level of signal recognition particle 14 kDa protein (human) in cerebrospinal fluid	OBA_2057749	protein amount (OBA_VT0010120)
level of signal recognition particle 14 kDa protein in blood	OBA_2050927	blood protein amount (OBA_VT0005416)
level of signal recognition particle 14 kDa protein in blood serum	OBA_2043657	serum protein amount (OBA_2050071)
level of signal recognition particle 14 kDa protein in blood serum	OBA_2043657	level of signal recognition particle 14 kDa protein in blood (OBA_2050927)
level of signal recognition particle 19 kDa protein (human) in cerebrospinal fluid	OBA_2056926	protein amount (OBA_VT0010120)
level of signal recognition particle 19 kDa protein in blood serum	OBA_2043658	serum protein amount (OBA_2050071)
level of signal transducer and activator of transcription 1-alpha/beta (human) in cerebrospinal fluid	OBA_2057816	protein amount (OBA_VT0010120)
level of signal transducer and activator of transcription 2 in blood	OBA_2051167	blood protein amount (OBA_VT0005416)
level of signal transducer and activator of transcription 3 (human) in cerebrospinal fluid	OBA_2057784	protein amount (OBA_VT0010120)
level of signal transducer and activator of transcription 5A (human) in cerebrospinal fluid	OBA_2057818	protein amount (OBA_VT0010120)
level of signal transducer and activator of transcription 5B (human) in cerebrospinal fluid	OBA_2058053	protein amount (OBA_VT0010120)
level of signal transducer and activator of transcription 5a in blood serum	OBA_2040390	serum protein amount (OBA_2050071)
level of signal transducer and activator of transcription 5b in blood serum	OBA_2040391	serum protein amount (OBA_2050071)
level of signal transducer and activator of transcription 6 (human) in cerebrospinal fluid	OBA_2057817	protein amount (OBA_VT0010120)
level of signal-regulatory protein beta-1 in blood serum	OBA_2040389	serum protein amount (OBA_2050071)
level of signal-regulatory protein beta-1 isoforms 1/2 (human) in cerebrospinal fluid	OBA_2055920	protein amount (OBA_VT0010120)
level of signal-regulatory protein beta-2 (human) in cerebrospinal fluid	OBA_2059164	protein amount (OBA_VT0010120)
level of signal-regulatory protein beta-2 in blood serum	OBA_2043511	serum protein amount (OBA_2050071)
level of signal-regulatory protein gamma (human) in cerebrospinal fluid	OBA_2081403	protein amount (OBA_VT0010120)
level of signal-regulatory protein gamma in blood serum	OBA_2043512	serum protein amount (OBA_2050071)
level of signal-transducing adaptor protein 1 (human) in cerebrospinal fluid	OBA_2081638	protein amount (OBA_VT0010120)
level of signal-transducing adaptor protein 1 in blood serum	OBA_2043690	serum protein amount (OBA_2050071)
level of signaling lymphocytic activation molecule (human) in cerebrospinal fluid	OBA_2058665	SLAM family member 1 amount (OBA_2050292)
level of signaling threshold-regulating transmembrane adapter 1 (human) in cerebrospinal fluid	OBA_2081794	protein amount (OBA_VT0010120)
level of signaling threshold-regulating transmembrane adapter 1 in blood serum	OBA_2043516	serum protein amount (OBA_2050071)
level of single Ig IL-1-related receptor (human) in cerebrospinal fluid	OBA_2059287	protein amount (OBA_VT0010120)
level of single Ig IL-1-related receptor in blood serum	OBA_2043507	serum protein amount (OBA_2050071)
level of single-pass membrane and coiled-coil domain-containing protein 1 (human) in cerebrospinal fluid	OBA_2058839	protein amount (OBA_VT0010120)
level of single-pass membrane and coiled-coil domain-containing protein 1 in blood serum	OBA_2044825	serum protein amount (OBA_2050071)
level of single-pass membrane and coiled-coil domain-containing protein 2 (human) in cerebrospinal fluid	OBA_2055856	protein amount (OBA_VT0010120)
level of single-pass membrane and coiled-coil domain-containing protein 2 in blood serum	OBA_2044814	serum protein amount (OBA_2050071)
level of single-stranded DNA-binding protein, mitochondrial (human) in cerebrospinal fluid	OBA_2058498	protein amount (OBA_VT0010120)
level of single-stranded DNA-binding protein, mitochondrial in blood	OBA_2050929	blood protein amount (OBA_VT0005416)
level of single-stranded DNA-binding protein, mitochondrial in blood serum	OBA_2043663	serum protein amount (OBA_2050071)
level of single-stranded DNA-binding protein, mitochondrial in blood serum	OBA_2043663	level of single-stranded DNA-binding protein, mitochondrial in blood (OBA_2050929)
level of sister chromatid cohesion protein DCC1 (human) in cerebrospinal fluid	OBA_2080742	protein amount (OBA_VT0010120)
level of sister chromatid cohesion protein DCC1 in blood serum	OBA_2041367	serum protein amount (OBA_2050071)
level of ski-like protein (human) in cerebrospinal fluid	OBA_2057099	protein amount (OBA_VT0010120)
level of ski-like protein in blood serum	OBA_2043519	serum protein amount (OBA_2050071)
level of slit homolog 1 protein (human) in cerebrospinal fluid	OBA_2056318	protein amount (OBA_VT0010120)
level of slit homolog 1 protein in blood serum	OBA_2043544	serum protein amount (OBA_2050071)
level of slit homolog 2 protein (human) in cerebrospinal fluid	OBA_2056446	protein amount (OBA_VT0010120)
level of slit homolog 2 protein in blood	OBA_2050908	blood protein amount (OBA_VT0005416)
level of slit homolog 2 protein in blood serum	OBA_2043545	serum protein amount (OBA_2050071)
level of slit homolog 2 protein in blood serum	OBA_2043545	level of slit homolog 2 protein in blood (OBA_2050908)
level of slit homolog 3 protein (human) in cerebrospinal fluid	OBA_2056319	protein amount (OBA_VT0010120)
level of slit homolog 3 protein in blood serum	OBA_2043546	serum protein amount (OBA_2050071)
level of smad nuclear-interacting protein 1 (human) in cerebrospinal fluid	OBA_2059959	protein amount (OBA_VT0010120)
level of smad nuclear-interacting protein 1 in blood serum	OBA_2043569	serum protein amount (OBA_2050071)
level of smad1 in blood	OBA_2051125	blood protein amount (OBA_VT0005416)
level of smad1 in blood serum	OBA_2040216	serum protein amount (OBA_2050071)
level of smad1 in blood serum	OBA_2040216	level of smad1 in blood (OBA_2051125)
level of smad4 in blood serum	OBA_2040202	serum protein amount (OBA_2050071)
level of smad5 in blood	OBA_2051087	blood protein amount (OBA_VT0005416)
level of smad5 in blood serum	OBA_2040217	serum protein amount (OBA_2050071)
level of smad5 in blood serum	OBA_2040217	level of smad5 in blood (OBA_2051087)
level of small COPII coat GTPase SAR1A (human) in cerebrospinal fluid	OBA_2081194	protein amount (OBA_VT0010120)
level of small COPII coat GTPase SAR1B (human) in cerebrospinal fluid	OBA_2081883	protein amount (OBA_VT0010120)
level of small EDRK-rich factor 1 (human) in cerebrospinal fluid	OBA_2056413	protein amount (OBA_VT0010120)
level of small EDRK-rich factor 1 in blood serum	OBA_2043762	serum protein amount (OBA_2050071)
level of small EDRK-rich factor 2 (human) in cerebrospinal fluid	OBA_2058406	protein amount (OBA_VT0010120)
level of small EDRK-rich factor 2 in blood serum	OBA_2043455	serum protein amount (OBA_2050071)
level of small RNA 2'-O-methyltransferase (human) in cerebrospinal fluid	OBA_2059206	protein amount (OBA_VT0010120)
level of small RNA 2'-O-methyltransferase in blood serum	OBA_2044413	serum protein amount (OBA_2050071)
level of small VCP/p97-interacting protein (human) in cerebrospinal fluid	OBA_2059938	protein amount (OBA_VT0010120)
level of small VCP/p97-interacting protein in blood serum	OBA_2043740	serum protein amount (OBA_2050071)
level of small conductance calcium-activated potassium channel protein 1 (human) in cerebrospinal fluid	OBA_2080220	protein amount (OBA_VT0010120)
level of small conductance calcium-activated potassium channel protein 1 in blood serum	OBA_2040221	serum protein amount (OBA_2050071)
level of small glutamine-rich tetratricopeptide repeat-containing protein alpha (human) in cerebrospinal fluid	OBA_2056194	protein amount (OBA_VT0010120)
level of small glutamine-rich tetratricopeptide repeat-containing protein beta (human) in cerebrospinal fluid	OBA_2080366	protein amount (OBA_VT0010120)
level of small glutamine-rich tetratricopeptide repeat-containing protein beta in blood serum	OBA_2043487	serum protein amount (OBA_2050071)
level of small integral membrane protein 10 (human) in blood serum	OBA_2044919	serum protein amount (OBA_2050071)
level of small integral membrane protein 13 (human) in cerebrospinal fluid	OBA_2056995	protein amount (OBA_VT0010120)
level of small integral membrane protein 13 in blood serum	OBA_2044822	serum protein amount (OBA_2050071)
level of small integral membrane protein 24 (human) in cerebrospinal fluid	OBA_2056334	protein amount (OBA_VT0010120)
level of small integral membrane protein 24 in blood serum	OBA_2044821	serum protein amount (OBA_2050071)
level of small integral membrane protein 3 (human) in cerebrospinal fluid	OBA_2080831	protein amount (OBA_VT0010120)
level of small integral membrane protein 3 in blood serum	OBA_2044868	serum protein amount (OBA_2050071)
level of small integral membrane protein 9 (human) in cerebrospinal fluid	OBA_2055861	protein amount (OBA_VT0010120)
level of small integral membrane protein 9 in blood serum	OBA_2044815	serum protein amount (OBA_2050071)
level of small nuclear ribonucleoprotein E (human) in cerebrospinal fluid	OBA_2058306	protein amount (OBA_VT0010120)
level of small nuclear ribonucleoprotein E in blood serum	OBA_2043577	serum protein amount (OBA_2050071)
level of small nuclear ribonucleoprotein F (human) in cerebrospinal fluid	OBA_2058307	small nuclear ribonucleoprotein F amount (OBA_2050299)
level of small nuclear ribonucleoprotein G (human) in cerebrospinal fluid	OBA_2058308	protein amount (OBA_VT0010120)
level of small nuclear ribonucleoprotein G in blood serum	OBA_2043578	serum protein amount (OBA_2050071)
level of small nuclear ribonucleoprotein Sm D2 (human) in cerebrospinal fluid	OBA_2058310	protein amount (OBA_VT0010120)
level of small nuclear ribonucleoprotein Sm D2 in blood serum	OBA_2043575	serum protein amount (OBA_2050071)
level of small nuclear ribonucleoprotein Sm D3 (human) in cerebrospinal fluid	OBA_2058311	protein amount (OBA_VT0010120)
level of small nuclear ribonucleoprotein Sm D3 in blood serum	OBA_2043576	serum protein amount (OBA_2050071)
level of small proline-rich protein 3 in blood	OBA_2051762	blood protein amount (OBA_VT0005416)
level of small ribosomal subunit protein RACK1 (human) in cerebrospinal fluid	OBA_2058342	protein amount (OBA_VT0010120)
level of small ribosomal subunit protein bS16m in blood	OBA_2051541	blood protein amount (OBA_VT0005416)
level of small ribosomal subunit protein eS1 (human) in cerebrospinal fluid	OBA_2058271	protein amount (OBA_VT0010120)
level of small ribosomal subunit protein eS10 in blood	OBA_2051699	blood protein amount (OBA_VT0005416)
level of small ribosomal subunit protein eS12 (human) in cerebrospinal fluid	OBA_2057487	protein amount (OBA_VT0010120)
level of small ribosomal subunit protein eS19 (human) in cerebrospinal fluid	OBA_2057759	protein amount (OBA_VT0010120)
level of small ribosomal subunit protein eS25 (human) in cerebrospinal fluid	OBA_2058322	protein amount (OBA_VT0010120)
level of small ribosomal subunit protein eS4, X isoform (human) in cerebrospinal fluid	OBA_2058316	protein amount (OBA_VT0010120)
level of small ribosomal subunit protein eS7 (human) in cerebrospinal fluid	OBA_2058300	protein amount (OBA_VT0010120)
level of small ribosomal subunit protein uS10 (human) in cerebrospinal fluid	OBA_2058249	protein amount (OBA_VT0010120)
level of small ribosomal subunit protein uS11 (human) in cerebrospinal fluid	OBA_2058305	protein amount (OBA_VT0010120)
level of small ribosomal subunit protein uS14m (human) in cerebrospinal fluid	OBA_2056279	protein amount (OBA_VT0010120)
level of small ribosomal subunit protein uS2 (human) in cerebrospinal fluid	OBA_2056915	protein amount (OBA_VT0010120)
level of small ribosomal subunit protein uS3 (human) in cerebrospinal fluid	OBA_2057446	protein amount (OBA_VT0010120)
level of small ribosomal subunit protein uS7 (human) in cerebrospinal fluid	OBA_2057895	protein amount (OBA_VT0010120)
level of small ubiquitin-related modifier 2 (human) in cerebrospinal fluid	OBA_2058290	protein amount (OBA_VT0010120)
level of small ubiquitin-related modifier 2 in blood serum	OBA_2043734	serum protein amount (OBA_2050071)
level of small ubiquitin-related modifier 3 (human) in cerebrospinal fluid	OBA_2058183	protein amount (OBA_VT0010120)
level of small ubiquitin-related modifier 4 (human) in cerebrospinal fluid	OBA_2059275	protein amount (OBA_VT0010120)
level of small ubiquitin-related modifier 4 in blood serum	OBA_2043735	serum protein amount (OBA_2050071)
level of small vasohibin-binding protein (human) in cerebrospinal fluid	OBA_2059774	protein amount (OBA_VT0010120)
level of small vasohibin-binding protein in blood serum	OBA_2044656	serum protein amount (OBA_2050071)
level of smoothelin (human) in cerebrospinal fluid	OBA_2058117	protein amount (OBA_VT0010120)
level of smoothelin in blood	OBA_2050912	blood protein amount (OBA_VT0005416)
level of smoothelin in blood serum	OBA_2043561	serum protein amount (OBA_2050071)
level of smoothelin in blood serum	OBA_2043561	level of smoothelin in blood (OBA_2050912)
level of snurportin-1 (human) in cerebrospinal fluid	OBA_2056467	protein amount (OBA_VT0010120)
level of snurportin-1 in blood serum	OBA_2043581	serum protein amount (OBA_2050071)
level of sodium channel protein type 2 subunit alpha in blood	OBA_2051168	blood protein amount (OBA_VT0005416)
level of sodium channel protein type 3 subunit alpha in blood	OBA_2051169	blood protein amount (OBA_VT0005416)
level of sodium channel regulatory subunit beta-2 (human) in cerebrospinal fluid	OBA_2056302	protein amount (OBA_VT0010120)
level of sodium channel regulatory subunit beta-3 (human) in cerebrospinal fluid	OBA_2081324	protein amount (OBA_VT0010120)
level of sodium channel regulatory subunit beta-4 (human) in cerebrospinal fluid	OBA_2059685	protein amount (OBA_VT0010120)
level of sodium channel subunit beta-2 in blood serum	OBA_2043404	serum protein amount (OBA_2050071)
level of sodium channel subunit beta-3 in blood serum	OBA_2043405	serum protein amount (OBA_2050071)
level of sodium channel subunit beta-4 in blood serum	OBA_2043406	serum protein amount (OBA_2050071)
level of sodium- and chloride-dependent glycine transporter 1 (human) in cerebrospinal fluid	OBA_2057916	protein amount (OBA_VT0010120)
level of sodium- and chloride-dependent glycine transporter 1 in blood serum	OBA_2043542	serum protein amount (OBA_2050071)
level of sodium- and chloride-dependent neutral and basic amino acid transporter B(0+) (human) in cerebrospinal fluid	OBA_2081665	protein amount (OBA_VT0010120)
level of sodium- and chloride-dependent neutral and basic amino acid transporter B(0+) in blood serum	OBA_2043540	serum protein amount (OBA_2050071)
level of sodium-coupled monocarboxylate transporter 1 (human) in cerebrospinal fluid	OBA_2059827	protein amount (OBA_VT0010120)
level of sodium-coupled monocarboxylate transporter 1 in blood serum	OBA_2043539	serum protein amount (OBA_2050071)
level of sodium-dependent phosphate transport protein 2C in blood	OBA_2051743	blood protein amount (OBA_VT0005416)
level of sodium-independent sulfate anion transporter (human) in cerebrospinal fluid	OBA_2059603	protein amount (OBA_VT0010120)
level of sodium-independent sulfate anion transporter in blood serum	OBA_2043529	serum protein amount (OBA_2050071)
level of sodium/iodide cotransporter (human) in cerebrospinal fluid	OBA_2080213	protein amount (OBA_VT0010120)
level of sodium/iodide cotransporter in blood serum	OBA_2043538	serum protein amount (OBA_2050071)
level of sodium/nucleoside cotransporter 1 in blood	OBA_2051742	blood protein amount (OBA_VT0005416)
level of sodium/potassium-transporting ATPase subunit beta-1 (human) in cerebrospinal fluid	OBA_2056755	protein amount (OBA_VT0010120)
level of sodium/potassium-transporting ATPase subunit beta-1 in blood	OBA_2051238	blood protein amount (OBA_VT0005416)
level of sodium/potassium-transporting ATPase subunit beta-2 (human) in cerebrospinal fluid	OBA_2057151	protein amount (OBA_VT0010120)
level of sodium/potassium-transporting ATPase subunit beta-2 in blood serum	OBA_2040726	serum protein amount (OBA_2050071)
level of sodium/potassium-transporting ATPase subunit beta-3 in blood	OBA_2051160	blood protein amount (OBA_VT0005416)
level of sodium/potassium-transporting ATPase subunit gamma (human) in cerebrospinal fluid	OBA_2058133	protein amount (OBA_VT0010120)
level of sodium/potassium-transporting ATPase subunit gamma in blood serum	OBA_2041638	serum protein amount (OBA_2050071)
level of soluble calcium-activated nucleotidase 1 (human) in cerebrospinal fluid	OBA_2080083	protein amount (OBA_VT0010120)
level of soluble calcium-activated nucleotidase 1 in blood serum	OBA_2040886	serum protein amount (OBA_2050071)
level of soluble scavenger receptor cysteine-rich domain-containing protein SSC5D in blood	OBA_2051914	blood protein amount (OBA_VT0005416)
level of solute carrier family 12 member 2 in blood	OBA_2051737	blood protein amount (OBA_VT0005416)
level of solute carrier family 13 member 1 in blood	OBA_2051738	blood protein amount (OBA_VT0005416)
level of solute carrier family 22 member 16 (human) in cerebrospinal fluid	OBA_2059595	protein amount (OBA_VT0010120)
level of solute carrier family 22 member 16 in blood serum	OBA_2043527	serum protein amount (OBA_2050071)
level of solute carrier family 35 member G2 (human) in cerebrospinal fluid	OBA_2059977	protein amount (OBA_VT0010120)
level of solute carrier family 35 member G2 in blood serum	OBA_2044355	serum protein amount (OBA_2050071)
level of solute carrier family 41 member 2 (human) in cerebrospinal fluid	OBA_2080446	protein amount (OBA_VT0010120)
level of solute carrier family 41 member 2 in blood serum	OBA_2043536	serum protein amount (OBA_2050071)
level of solute carrier organic anion transporter family member 5A1 (human) in cerebrospinal fluid	OBA_2080942	protein amount (OBA_VT0010120)
level of solute carrier organic anion transporter family member 5A1 in blood serum	OBA_2044227	serum protein amount (OBA_2050071)
level of somatoliberin (human) in cerebrospinal fluid	OBA_2056640	protein amount (OBA_VT0010120)
level of somatoliberin in blood serum	OBA_2041715	serum protein amount (OBA_2050071)
level of somatostatin (human) in cerebrospinal fluid	OBA_2058273	protein amount (OBA_VT0010120)
level of somatostatin receptor type 1 (human) in cerebrospinal fluid	OBA_2057628	protein amount (OBA_VT0010120)
level of somatostatin receptor type 1 in blood serum	OBA_2040316	serum protein amount (OBA_2050071)
level of somatotropin (human) in cerebrospinal fluid	OBA_2056634	protein amount (OBA_VT0010120)
level of son of sevenless homolog 1 (human) in cerebrospinal fluid	OBA_2058544	protein amount (OBA_VT0010120)
level of son of sevenless homolog 1 in blood serum	OBA_2043599	serum protein amount (OBA_2050071)
level of sonic hedgehog protein (human) in cerebrospinal fluid	OBA_2058915	protein amount (OBA_VT0010120)
level of sorbin and SH3 domain-containing protein 1 in blood	OBA_2051757	blood protein amount (OBA_VT0005416)
level of sorbitol dehydrogenase (human) in cerebrospinal fluid	OBA_2058431	protein amount (OBA_VT0010120)
level of sorbitol dehydrogenase in blood	OBA_2050917	blood protein amount (OBA_VT0005416)
level of sorbitol dehydrogenase in blood serum	OBA_2043598	serum protein amount (OBA_2050071)
level of sorbitol dehydrogenase in blood serum	OBA_2043598	level of sorbitol dehydrogenase in blood (OBA_2050917)
level of sorcin (human) in cerebrospinal fluid	OBA_2057622	protein amount (OBA_VT0010120)
level of sorcin in blood serum	OBA_2043654	serum protein amount (OBA_2050071)
level of sortilin (human) in cerebrospinal fluid	OBA_2080588	protein amount (OBA_VT0010120)
level of sorting and assembly machinery component 50 homolog (human) in cerebrospinal fluid	OBA_2081820	protein amount (OBA_VT0010120)
level of sorting and assembly machinery component 50 in blood serum	OBA_2043376	serum protein amount (OBA_2050071)
level of sorting nexin-1 (human) in cerebrospinal fluid	OBA_2058715	protein amount (OBA_VT0010120)
level of sorting nexin-1 in blood serum	OBA_2043582	serum protein amount (OBA_2050071)
level of sorting nexin-11 (human) in cerebrospinal fluid	OBA_2081857	protein amount (OBA_VT0010120)
level of sorting nexin-11 in blood serum	OBA_2043583	serum protein amount (OBA_2050071)
level of sorting nexin-12 (human) in cerebrospinal fluid	OBA_2081657	protein amount (OBA_VT0010120)
level of sorting nexin-12 in blood serum	OBA_2043584	serum protein amount (OBA_2050071)
level of sorting nexin-15 (human) in cerebrospinal fluid	OBA_2081219	protein amount (OBA_VT0010120)
